time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-01T22:19:27.780Z,-19.0542,-177.6062,496.363,4.4,mb,78,41,3.087,0.56,us,us7000j1hf,2023-01-13T00:14:21.119Z,"Fiji region",earthquake,6.46,6.435,0.087,38,reviewed,us,us
2023-01-01T22:17:09.750Z,52.1341,-170.3181,25.6,2.7,ml,,,,0.73,ak,ak02320qjt4,2023-01-23T17:35:51.377Z,"133 km SW of Nikolski, Alaska",earthquake,,3.7,,,reviewed,ak,ak
2023-01-01T21:59:00.724Z,38.0399,72.3573,117.822,4,mb,26,126,1.5,0.86,us,us7000j1hb,2023-01-12T23:44:35.040Z,"Tajikistan",earthquake,6.87,9.868,0.196,7,reviewed,us,us
2023-01-01T21:55:08.183Z,31.3366,140.9507,56.524,4.5,mb,55,98,2.018,0.78,us,us7000j1hc,2023-01-12T23:37:28.040Z,"Izu Islands, Japan region",earthquake,8.27,4.793,0.108,25,reviewed,us,us
2023-01-01T21:32:44.421Z,-21.3126,-67.2105,201.911,4.4,mb,47,40,1.862,0.69,us,us7000j1h7,2023-01-12T23:31:11.040Z,"102 km SSW of Uyuni, Bolivia",earthquake,7.61,6.994,0.127,18,reviewed,us,us
2023-01-01T21:24:15.849Z,29.7295,70.1934,10,4.3,mb,33,138,4.706,0.68,us,us7000j1h6,2023-01-12T23:25:19.040Z,"25 km NW of Dajal, Pakistan",earthquake,9.06,1.935,0.153,12,reviewed,us,us
2023-01-01T21:23:47.177Z,31.68425514,-104.421101,6.131567383,3.3,ml,35,58,0.005694830054,0.2,tx,tx2023abqj,2023-01-02T16:44:54.319Z,"54 km S of Whites City, New Mexico",earthquake,0.6818347955,0.4618944496,0.2,26,reviewed,tx,tx
2023-01-01T20:10:32.239Z,18.7635,145.3291,305.991,4.4,mb,71,95,5.164,0.79,us,us7000j1gz,2023-01-12T18:32:31.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.59,7.069,0.065,67,reviewed,us,us
2023-01-01T19:37:16.273Z,15.7604,-92.0924,203.319,4.6,mb,88,91,0.52,0.74,us,us7000j1gs,2023-01-12T18:27:32.040Z,"6 km NNW of Verapaz, Mexico",earthquake,6.37,6.826,0.039,194,reviewed,us,us
2023-01-01T19:35:38.108Z,-3.4567,131.0209,10,4.5,mb,30,67,1.337,0.61,us,us7000j1gt,2023-01-12T18:22:15.040Z,"233 km E of Amahai, Indonesia",earthquake,4.25,1.823,0.115,22,reviewed,us,us
2023-01-01T19:03:06.178Z,2.0751,128.135,153.78,4.3,mb,20,94,1.506,0.57,us,us7000j3y3,2023-01-12T18:12:17.040Z,"40 km NNE of Tobelo, Indonesia",earthquake,13.68,8.348,0.188,8,reviewed,us,us
2023-01-01T18:55:09.666Z,40.6042,-29.1424,10,4.7,mb,79,45,3.993,0.72,us,us7000j1gq,2023-01-12T18:04:59.040Z,"Azores Islands region",earthquake,10.68,1.856,0.07,62,reviewed,us,us
2023-01-01T18:35:04.510Z,40.409,-123.971,30.63,5.35,mw,37,44,0.1146,0.13,nc,nc73827571,2023-01-20T21:28:22.943Z,"15km SE of Rio Dell, CA",earthquake,0.25,0.62,,5,reviewed,nc,nc
2023-01-01T18:34:14.740Z,19.1401666666667,-156.197,38.49,3.77,ml,52,252,,0.11,hv,hv73290972,2023-01-27T17:52:46.317Z,"46 km W of Hawaiian Ocean View, Hawaii",earthquake,0.64,1.12,0.179969539975316,40,reviewed,hv,hv
2023-01-01T18:26:42.715Z,-56.2046,-123.4337,10,5.8,mww,22,100,29.396,0.92,us,us7000j1u6,2023-01-12T17:46:39.194Z,"southern East Pacific Rise",earthquake,15.75,1.849,0.08,15,reviewed,us,us
2023-01-01T18:24:29.990Z,-2.5298,140.8085,14.759,5.5,mww,117,36,0.105,0.58,us,us7000j1g5,2023-01-12T17:36:08.557Z,"near the north coast of Papua, Indonesia",earthquake,8.77,3.4,0.068,21,reviewed,us,us
2023-01-01T18:20:53.014Z,-60.8195,-51.0213,11.175,4.7,mb,29,63,3.926,0.7,us,us7000j3ya,2023-01-12T17:23:24.040Z,"Scotia Sea",earthquake,10.28,4.226,0.13,18,reviewed,us,us
2023-01-01T17:58:51.144Z,-13.8607,166.5156,10,4.6,mb,22,157,6.986,0.71,us,us7000j3y9,2023-01-12T17:11:44.040Z,"112 km W of Sola, Vanuatu",earthquake,11.61,1.684,0.173,12,reviewed,us,us
2023-01-01T17:12:32.050Z,19.1714992523193,-155.459167480469,30.6700000762939,2.49000001,md,29,163,,0.129999995,hv,hv73290877,2023-01-01T23:11:11.841Z,"Island of Hawaii, Hawaii",earthquake,0.73,1.05999994,0.99000001,3,automatic,hv,hv
2023-01-01T16:47:16.880Z,32.6028333,-117.9698333,5.95,2.65,ml,27,247,0.631,0.32,ci,ci40152719,2023-01-25T22:39:58.645Z,"43km SE of San Clemente Is. (SE tip), CA",earthquake,0.98,31.61,0.152,91,reviewed,ci,ci
2023-01-01T16:40:44.390Z,51.3757,-176.4761,23.3,2.6,ml,,,,0.43,ak,ak0231xay5g,2023-01-18T21:26:59.783Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-01T16:28:26.753Z,31.71729206,-104.2797612,7.10847168,2.6,ml,26,62,0.0442252882,0.2,tx,tx2023abgp,2023-01-01T21:04:40.700Z,"51 km S of Whites City, New Mexico",earthquake,0.6853669093,0.7808513706,0.2,35,reviewed,tx,tx
2023-01-01T16:24:26.828Z,-25.1974,178.5519,595.75,5.3,mb,32,96,7.005,0.92,us,us7000j1fq,2023-01-01T16:37:52.040Z,"south of the Fiji Islands",earthquake,12.68,11.414,0.074,61,reviewed,us,us
2023-01-01T15:36:56.796Z,52.1881,-168.2389,39.6,2.5,ml,,,,0.5,ak,ak0231wooxt,2023-01-23T17:23:00.778Z,"93 km SSE of Nikolski, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-01-01T15:10:10.297Z,51.2157,-176.2718,15.4,2.5,ml,,,,0.77,ak,ak0231wj0pd,2023-01-18T23:40:35.663Z,"77 km SSE of Adak, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-01T14:45:43.943Z,52.4038,-168.3947,35,3.4,ml,11,212,0.635,0.48,us,us7000j3y0,2023-01-23T17:23:00.570Z,"67 km SSE of Nikolski, Alaska",earthquake,7.8,2.02,0.097,14,reviewed,us,us
2023-01-01T14:43:24.061Z,51.1134,-176.2466,12.6,2.6,ml,,,,0.31,ak,ak0231w4owz,2023-01-18T23:40:35.257Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-01-01T14:41:34.050Z,49.7205,150.7358,390.141,4.1,mb,51,143,5.521,0.61,us,us7000j1fc,2023-01-01T16:56:25.040Z,"northwest of the Kuril Islands",earthquake,12.62,8.528,0.062,72,reviewed,us,us
2023-01-01T13:18:26.427Z,52.2581,-168.2943,35,3.4,ml,10,215,0.793,0.65,us,us7000j3xw,2023-01-23T17:23:00.351Z,"84 km SSE of Nikolski, Alaska",earthquake,4.93,2.007,0.105,12,reviewed,us,us
2023-01-01T13:10:58.520Z,17.9275,-66.9091,14,3.58,md,26,225,0.0562,0.15,pr,pr2023001002,2023-01-01T16:47:00.040Z,"Puerto Rico region",earthquake,0.73,0.6,0.13,19,reviewed,pr,pr
2023-01-01T13:02:57.719Z,36.6979,76.9588,97.9,4.3,mb,36,101,4.287,1.09,us,us7000j1f2,2023-01-01T16:44:28.040Z,"173 km WSW of Zangguy, China",earthquake,8.73,10.346,0.116,21,reviewed,us,us
2023-01-01T12:29:07.036Z,63.5602,-149.8164,109.4,2.5,ml,,,,0.63,ak,ak0231uus49,2023-01-23T06:34:14.040Z,"47 km WNW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T12:18:59.438Z,-23.0757,-68.9208,106.605,4.9,mb,47,80,0.695,0.77,us,us7000j1ew,2023-01-14T14:08:32.462Z,"68 km S of Calama, Chile",earthquake,4.26,4.52,0.076,54,reviewed,us,us
2023-01-01T10:44:46.322Z,10.069,126.5571,33.676,4.3,mb,21,176,3.133,0.39,us,us7000j3xv,2023-01-14T11:21:07.040Z,"Philippine Islands region",earthquake,12.72,7.652,0.153,12,reviewed,us,us
2023-01-01T10:35:06.137Z,18.6319,120.9637,46.019,4.4,mb,36,125,4.166,0.49,us,us7000j1eg,2023-01-14T13:46:44.213Z,"12 km WNW of Claveria, Philippines",earthquake,5.16,8.249,0.12,20,reviewed,us,us
2023-01-01T10:33:51.640Z,40.5551667,-124.0075,22.18,2.46,md,30,49,0.08794,0.12,nc,nc73827486,2023-01-23T11:16:58.040Z,"8km E of Hydesville, CA",earthquake,0.24,0.37,0.084,34,reviewed,nc,nc
2023-01-01T10:09:37.830Z,18.2065,-67.1173333333333,21.88,2.95,md,26,97,0.005188,0.13,pr,pr71390183,2023-01-01T11:14:15.230Z,"2 km ENE of Mayagüez, Puerto Rico",earthquake,0.27,0.4,0.185128106552634,10,reviewed,pr,pr
2023-01-01T09:07:25.940Z,35.8168333,-121.3523333,3.74,2.6,md,42,176,0.1047,0.13,nc,nc73827466,2023-01-14T13:33:34.040Z,"24km NW of San Simeon, CA",earthquake,0.38,0.77,0.142,44,reviewed,nc,nc
2023-01-01T09:06:48.150Z,17.9266,-66.9146,14,3.81,md,27,225,0.06,0.12,pr,pr2023001001,2023-01-14T13:32:36.956Z,"5 km S of Guánica, Puerto Rico",earthquake,0.65,0.52,0.13,22,reviewed,pr,pr
2023-01-01T09:04:40.710Z,17.8303333333333,-65.9855,10.92,2.78,md,8,245,0.1773,0.14,pr,pr71390148,2023-01-01T09:28:26.140Z,"16 km S of Lamboglia, Puerto Rico",earthquake,0.87,0.63,0.126662943848781,7,reviewed,pr,pr
2023-01-01T08:58:03.190Z,17.9823333333333,-66.9993333333333,12.94,2.53,md,6,190,0.1021,0.14,pr,pr71390133,2023-01-01T09:29:02.140Z,"5 km E of La Parguera, Puerto Rico",earthquake,0.65,0.49,0.0880066643267032,6,reviewed,pr,pr
2023-01-01T08:47:06.399Z,23.9374,122.5711,31.485,4.1,mb,39,70,0.663,0.56,us,us7000j3xz,2023-01-27T08:59:13.040Z,"73 km SW of Yonakuni, Japan",earthquake,4.12,3.215,0.123,23,reviewed,us,us
2023-01-01T08:33:24.109Z,52.4985,-166.8818,23.98,2.6,ml,14,249,1.106,0.42,us,us7000j5dc,2023-01-27T08:07:01.040Z,"142 km ESE of Nikolski, Alaska",earthquake,4.2,12,0.097,14,reviewed,us,us
2023-01-01T08:32:16.464Z,52.6145,-166.9988,18.2,3,ml,19,220,0.969,0.39,us,us7000j3yd,2023-01-27T08:31:56.040Z,"130 km ESE of Nikolski, Alaska",earthquake,8,14.3,0.097,14,reviewed,us,us
2023-01-01T08:29:03.421Z,-6.2336,154.7485,131.681,4.1,mb,28,157,3.279,0.52,us,us7000j3xr,2023-01-27T11:49:27.040Z,"81 km W of Panguna, Papua New Guinea",earthquake,13.19,8.092,0.117,24,reviewed,us,us
2023-01-01T08:26:08.383Z,52.557,-166.9914,29.532,3.6,mb,50,177,1.02,0.51,us,us7000j3xx,2023-01-27T09:48:42.040Z,"133 km ESE of Nikolski, Alaska",earthquake,5.88,7.319,0.098,26,reviewed,us,us
2023-01-01T07:03:01.555Z,-58.8341,-25.5621,38.411,5.2,mb,49,77,7.562,0.57,us,us7000j1d2,2023-01-01T07:22:43.040Z,"South Sandwich Islands region",earthquake,8.27,7.144,0.075,59,reviewed,us,us
2023-01-01T06:49:10.190Z,36.595,-121.2063333,7.74,3.9,mw,70,72,0.02872,0.13,nc,nc73827436,2023-01-14T20:47:47.992Z,"9km NW of Pinnacles, CA",earthquake,0.16,0.33,,5,reviewed,nc,nc
2023-01-01T06:39:45.239Z,36.5351,70.8869,181.449,4.7,mb,79,57,2.494,0.86,us,us7000j1cr,2023-01-01T06:53:04.040Z,"36 km S of Jurm, Afghanistan",earthquake,6.47,6.876,0.047,139,reviewed,us,us
2023-01-01T06:24:46.403Z,-15.1473,66.7962,10,4.2,mb,20,108,5.629,0.78,us,us7000j3ye,2023-01-27T14:06:23.040Z,"Mid-Indian Ridge",earthquake,9.84,1.875,0.167,14,reviewed,us,us
2023-01-01T06:19:31.410Z,36.5958333,-121.2001667,8.14,3.14,ml,67,66,0.02686,0.1,nc,nc73827426,2023-01-27T13:49:12.040Z,"9km NW of Pinnacles, CA",earthquake,0.14,0.3,0.146,58,reviewed,nc,nc
2023-01-01T05:37:17.016Z,51.461,-177.4797,33.99,3,ml,23,208,0.337,0.49,us,us7000j5a0,2023-01-27T13:37:58.040Z,"74 km SW of Adak, Alaska",earthquake,3,10.5,0.115,10,reviewed,us,us
2023-01-01T05:37:05.794Z,2.4752,128.6389,231.588,4.1,mb,27,119,2.117,0.45,us,us7000j3xs,2023-01-27T13:19:42.040Z,"Halmahera, Indonesia",earthquake,7.94,9.269,0.123,18,reviewed,us,us
2023-01-01T05:27:09.979Z,17.4535,93.4248,39.85,4.7,mb,45,85,3.459,0.5,us,us7000j1cd,2023-01-27T12:54:00.040Z,"157 km WNW of Pathein, Myanmar",earthquake,8.67,7.199,0.097,33,reviewed,us,us
2023-01-01T05:18:17.780Z,40.7038333,-124.2061667,18.47,2.7,md,30,154,0.01251,0.14,nc,nc73827421,2023-01-27T12:40:08.040Z,"3km SSW of Humboldt Hill, CA",earthquake,0.41,0.28,0.112,35,reviewed,nc,nc
2023-01-01T05:02:46.402Z,-15.3219,-174.8756,255.47,4.1,mb,40,81,3.413,0.32,us,us7000j3xn,2023-01-26T13:52:30.040Z,"135 km WNW of Hihifo, Tonga",earthquake,9.84,6.047,0.095,34,reviewed,us,us
2023-01-01T04:54:53.914Z,-19.0419,-177.5423,556.99,4.1,mb,15,87,3.051,0.15,us,us7000j3xu,2023-01-13T01:24:45.040Z,"Fiji region",earthquake,12.85,13.028,0.213,6,reviewed,us,us
2023-01-01T04:50:17.626Z,19.2687,-155.4225,37.317,2.8,ml,19,132,0.073,0.23,us,us7000j1c7,2023-01-05T21:48:48.040Z,"9 km NE of Pāhala, Hawaii",earthquake,3.72,1.607,0.06,36,reviewed,us,us
2023-01-01T04:29:13.899Z,53.3976,-166.9222,10,2.9,ml,18,199,0.398,0.28,us,us7000j1zd,2023-01-26T22:48:24.040Z,"58 km SSW of Unalaska, Alaska",earthquake,2.34,1.999,0.091,16,reviewed,us,us
2023-01-01T04:09:32.814Z,-4.7803,102.7675,63.787,4.3,mb,17,187,0.457,0.51,us,us7000j3xm,2023-01-13T01:16:24.040Z,"99 km SSW of Pagar Alam, Indonesia",earthquake,10.25,6.579,0.238,5,reviewed,us,us
2023-01-01T03:29:31.070Z,19.1631,-66.5251,24,3.93,md,23,246,0.8479,0.22,pr,pr2023001000,2023-01-26T22:45:02.040Z,"Puerto Rico region",earthquake,0.91,15.95,0.09,16,reviewed,pr,pr
2023-01-01T03:16:19.143Z,-6.7291,155.1904,78.829,5.4,mww,136,35,3.929,0.7,us,us7000j1bs,2023-01-26T22:44:49.444Z,"56 km SW of Panguna, Papua New Guinea",earthquake,6.23,4.856,0.098,10,reviewed,us,us
2023-01-01T02:12:57.668Z,44.3695,-115.2008,10,2.5,ml,16,82,0.774,0.71,us,us7000j1bq,2023-01-26T22:18:11.040Z,"26 km NW of Stanley, Idaho",earthquake,2.26,1.873,0.048,58,reviewed,us,us
2023-01-01T01:41:43.755Z,7.1397,126.738,79.194,4.5,mb,32,104,1.152,0.47,us,us7000j3xk,2023-01-13T00:52:03.040Z,"23 km ESE of Manay, Philippines",earthquake,5.51,7.445,0.083,43,reviewed,us,us
2023-01-01T00:49:25.591Z,51.9588,178.543,73.4,2.9,ml,,,,0.72,ak,ak0231ntwjz,2023-01-18T17:07:01.376Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,4.1,,,reviewed,ak,ak
2022-12-31T23:54:50.528Z,52.8979,-166.7308,35,3.4,ml,7,249,0.877,0.2,us,us7000j3w7,2023-01-23T03:23:06.929Z,"109 km S of Unalaska, Alaska",earthquake,6.68,2.004,0.105,12,reviewed,us,us
2022-12-31T23:04:12.784Z,-16.5378,-69.68,196.743,4.9,mww,86,114,1.063,0.92,us,us7000j1b1,2023-01-02T01:18:07.040Z,"22 km N of Mazo Cruz, Peru",earthquake,5.56,5.374,0.093,11,reviewed,us,us
2022-12-31T22:44:55.690Z,-17.7425,-179.8277,628.095,4,mb,15,133,2.02,0.41,us,us7000j3w5,2023-01-13T06:09:33.040Z,"97 km ENE of Levuka, Fiji",earthquake,15.23,9.982,0.184,8,reviewed,us,us
2022-12-31T21:14:58.931Z,62.4049,-151.1547,6.6,3,ml,,,,0.67,ak,ak022grzqwir,2023-01-23T03:23:06.581Z,"22 km WSW of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-12-31T21:00:24.164Z,51.29,-176.0293,10,2.6,ml,11,297,0.619,0.42,us,us7000j4z8,2023-01-27T02:08:15.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,1.68,2.028,0.148,6,reviewed,us,us
2022-12-31T19:55:16.113Z,2.1748,126.7058,45.928,4.4,mb,25,120,1.542,0.67,us,us7000j3w9,2023-01-12T23:47:31.040Z,"153 km WNW of Tobelo, Indonesia",earthquake,10.95,9.138,0.149,13,reviewed,us,us
2022-12-31T19:49:41.679Z,28.7228,76.6313,10,4.1,mb,22,179,5.694,0.7,us,us7000j1aj,2023-01-12T12:40:38.180Z,"5 km ENE of Beri Khās, India",earthquake,6.67,1.98,0.158,13,reviewed,us,us
2022-12-31T18:54:49.348Z,-52.5784,28.0139,10,4.5,mb,15,85,16.624,1.04,us,us7000j3w0,2023-01-26T15:37:39.040Z,"south of Africa",earthquake,11.86,1.898,0.163,13,reviewed,us,us
2022-12-31T18:28:42.819Z,-10.2389,66.5344,10,4.6,mb,64,50,6.488,0.85,us,us7000j1ad,2023-01-26T15:25:51.040Z,"Mid-Indian Ridge",earthquake,3.5,1.835,0.084,46,reviewed,us,us
2022-12-31T18:24:28.008Z,12.2014,-89.0001,10,4.3,mb,77,177,1.504,0.67,us,us7000j1a9,2023-01-26T15:17:25.040Z,"129 km SSW of Puerto El Triunfo, El Salvador",earthquake,5.68,1.923,0.073,53,reviewed,us,us
2022-12-31T18:05:57.515Z,-16.4228,-173.3672,65.164,4.7,mb,18,69,2.294,1.13,us,us7000j3w1,2023-01-26T15:32:02.040Z,"69 km SE of Hihifo, Tonga",earthquake,6.56,7.328,0.152,14,reviewed,us,us
2022-12-31T18:04:14.065Z,-23.6424,179.5146,577.986,4.5,mb,15,93,5.472,0.61,us,us7000j3vy,2023-01-26T15:04:15.040Z,"south of the Fiji Islands",earthquake,20.43,7.858,0.204,8,reviewed,us,us
2022-12-31T18:01:20.296Z,-18.1498,-178.1344,524.588,4.5,mb,48,41,3.957,0.58,us,us7000j3vz,2023-01-26T14:58:20.040Z,"269 km E of Levuka, Fiji",earthquake,11.67,6.363,0.099,36,reviewed,us,us
2022-12-31T17:57:17.820Z,40.5213333,-124.4023333,18.87,2.75,md,24,236,0.06735,0.12,nc,nc73827301,2023-01-25T23:25:10.040Z,"13km WSW of Ferndale, CA",earthquake,0.51,0.33,0.134,35,reviewed,nc,nc
2022-12-31T17:43:00.143Z,51.962,-176.5072,123.136,2.9,ml,26,129,0.06,0.25,us,us7000j4za,2023-01-25T23:23:36.040Z,"13 km NE of Adak, Alaska",earthquake,11.57,1.133,0.105,12,reviewed,us,us
2022-12-31T17:39:53.477Z,53.0816,-166.0285,38.552,3.6,ml,64,140,0.816,0.52,us,us7000j3w4,2023-01-25T23:17:23.040Z,"94 km SSE of Unalaska, Alaska",earthquake,1.93,9.877,0.081,20,reviewed,us,us
2022-12-31T17:05:40.098Z,33.5482,48.3346,19.314,4.1,mb,29,204,2.67,0.89,us,us7000j1a0,2023-01-25T23:05:26.040Z,"6 km NNW of Khorramabad, Iran",earthquake,12,6.301,0.145,15,reviewed,us,us
2022-12-31T16:29:20.260Z,45.1006,151.5903,10,4.4,mb,14,203,6.422,1.26,us,us7000j19v,2023-01-12T17:51:40.040Z,"292 km E of Kuril’sk, Russia",earthquake,11.28,1.963,0.178,9,reviewed,us,us
2022-12-31T15:45:51.231Z,4.9172,125.1619,277.283,4.3,mb,22,126,2.178,0.77,us,us7000j3vv,2023-01-12T17:47:49.040Z,"63 km SSW of Sarangani, Philippines",earthquake,10.74,11.282,0.142,14,reviewed,us,us
2022-12-31T15:38:53.718Z,15.2514,-93.2921,76.076,4.7,mb,55,126,0.456,1.11,us,us7000j19l,2023-01-22T21:06:33.040Z,"offshore Chiapas, Mexico",earthquake,4.37,5.162,0.033,281,reviewed,us,us
2022-12-31T15:24:22.787Z,12.16,143.7703,10,4.7,mb,26,86,1.779,0.72,us,us7000j3vt,2023-01-12T17:40:15.040Z,"Guam region",earthquake,5.44,1.923,0.096,33,reviewed,us,us
2022-12-31T15:10:38.177Z,-16.691,-173.5718,10,4.9,mb,19,129,1.989,0.69,us,us7000j19e,2023-01-22T20:58:27.040Z,"Tonga",earthquake,9.86,1.939,0.15,17,reviewed,us,us
2022-12-31T13:31:34.760Z,17.9953333333333,-66.7273333333333,12.45,3.19,md,37,171,0.04415,0.14,pr,pr71390013,2023-01-22T20:49:30.040Z,"1 km W of Tallaboa, Puerto Rico",earthquake,0.32,0.22,0.0676777546808953,19,reviewed,pr,pr
2022-12-31T13:11:58.390Z,19.246166229248,-155.377166748047,29.3999996185303,2.61999989,md,28,147,,0.170000002,hv,hv73289112,2022-12-31T13:15:01.290Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.73,0.939999998,1.49000001,3,automatic,hv,hv
2022-12-31T13:06:11.476Z,-18.4964,168.3801,53.395,4.6,mb,21,198,4.188,0.55,us,us7000j18y,2023-01-22T20:48:02.040Z,"84 km S of Port-Vila, Vanuatu",earthquake,11.59,7.557,0.133,17,reviewed,us,us
2022-12-31T13:00:07.734Z,65.5781,-170.9069,34.8,3.3,ml,,,,0.65,ak,ak022gruwblx,2023-01-23T03:09:46.363Z,"5 km E of Lavrentiya, Russia",earthquake,,1.1,,,reviewed,ak,ak
2022-12-31T12:50:12.454Z,-58.013,-25.6511,63.867,4.6,mb,32,82,7.112,0.36,us,us7000j18u,2023-01-26T08:48:35.040Z,"South Sandwich Islands region",earthquake,9.41,8.109,0.11,31,reviewed,us,us
2022-12-31T12:47:57.842Z,-32.2686,-71.5625,48.3,4.5,mwr,64,69,0.547,0.77,us,us7000j18l,2023-01-26T08:41:36.908Z,"37 km WNW of La Ligua, Chile",earthquake,4.09,5.959,0.04,59,reviewed,us,us
2022-12-31T12:36:42.744Z,56.408,-148.8448,10,2.9,ml,43,244,2.462,0.32,us,us7000j5dz,2023-01-26T07:32:10.040Z,"248 km SE of Chiniak, Alaska",earthquake,10.14,2.019,0.049,54,reviewed,us,us
2022-12-31T12:12:26.650Z,33.3975,-116.3933333,3.88,4.14,mw,132,16,0.07391,0.19,ci,ci40151807,2023-01-27T20:23:51.947Z,"16km N of Borrego Springs, CA",earthquake,0.1,0.38,,6,reviewed,ci,ci
2022-12-31T11:41:09.460Z,34.3556667,-116.9218333,4.73,3.47,mw,121,25,0.07845,0.15,ci,ci40151719,2023-01-26T07:49:51.327Z,"11km SSE of Lucerne Valley, CA",earthquake,0.09,0.41,,4,reviewed,ci,ci
2022-12-31T11:34:19.044Z,-8.433,127.3737,27.282,4.1,mb,17,81,3.337,0.41,us,us7000j3vp,2023-01-26T07:13:45.040Z,"42 km ENE of Lospalos, Timor Leste",earthquake,7.73,5.685,0.213,8,reviewed,us,us
2022-12-31T10:59:32.926Z,51.7158,-174.7728,46.26,2.9,ml,17,231,0.697,0.29,us,us7000j5dr,2023-01-25T12:48:55.040Z,"66 km SW of Atka, Alaska",earthquake,9.7,46,0.148,8,reviewed,us,us
2022-12-31T10:17:46.581Z,-5.7675,148.0193,10.453,4.5,mb,36,103,3.713,0.57,us,us7000j3vn,2023-01-25T12:37:50.040Z,"89 km NNE of Finschhafen, Papua New Guinea",earthquake,9.82,4.569,0.113,26,reviewed,us,us
2022-12-31T09:34:13.719Z,-19.6814,-178.1604,582.1,4.8,mb,86,44,3.143,0.64,us,us7000j17s,2023-01-25T11:46:16.040Z,"Fiji region",earthquake,9.5,7.594,0.028,381,reviewed,us,us
2022-12-31T09:18:30.970Z,40.5391667,-124.3166667,17.7,2.64,md,27,187,0.0446,0.09,nc,nc73827136,2022-12-31T23:04:03.559Z,"6km SW of Ferndale, CA",earthquake,0.34,0.28,0.102,29,reviewed,nc,nc
2022-12-31T09:02:23.470Z,38.4573333,-122.015,18.5,2.76,ml,103,68,0.0351,0.2,nc,nc73827126,2023-01-25T08:46:28.040Z,"6km WNW of Allendale, CA",earthquake,0.22,0.15,0.194,72,reviewed,nc,nc
2022-12-31T08:52:44.000Z,55.3011,-35.318,10,4.2,mb,30,143,7.925,0.4,us,us7000j3vs,2023-01-12T14:12:38.040Z,"Reykjanes Ridge",earthquake,9.89,1.747,0.128,17,reviewed,us,us
2022-12-31T08:52:11.169Z,35.85383333,-97.18883333,7.51,2.61,ml,90,39,0,0.16,ok,ok2022zpsr,2023-01-12T14:08:34.040Z,"5 km ENE of Meridian, Oklahoma",earthquake,,0.5,0.28,39,reviewed,ok,ok
2022-12-31T08:17:00.550Z,18.9428333333333,-64.4898333333333,23.39,2.75,md,7,305,0.6642,0.39,pr,pr71389993,2022-12-31T08:48:36.770Z,"74 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,2.26,25.15,0.0164729263106349,2,reviewed,pr,pr
2022-12-31T08:03:57.000Z,18.1328333333333,-67.0433333333333,16.8,2.98,md,33,32,0.04124,0.14,pr,pr71389978,2022-12-31T11:53:11.606Z,"5 km N of San Germán, Puerto Rico",earthquake,0.21,0.45,0.265898939706751,19,reviewed,pr,pr
2022-12-31T07:07:30.630Z,19.22483253479,-155.415496826172,33.0699996948242,2.53999996,md,23,188,,0.119999997,hv,hv73288762,2023-01-12T13:58:32.040Z,"Island of Hawaii, Hawaii",earthquake,1.02,0.75999999,1.00999999,3,automatic,hv,hv
2022-12-31T07:05:53.983Z,37.1379,-1.8845,9.693,4.2,mb,20,144,0.834,0.47,us,us7000j178,2023-01-12T13:55:44.332Z,"1 km SSE of Turre, Spain",earthquake,6.29,7.5,0.303,3,reviewed,us,us
2022-12-31T07:05:42.540Z,67.1636,-169.5751,20.4,2.5,ml,,,,0.49,ak,ak022grrcvb0,2023-01-23T02:45:58.472Z,"159 km N of Diomede, Alaska",earthquake,,4.6,,,reviewed,ak,ak
2022-12-31T06:37:56.410Z,35.7735,-121.4815,3.18,2.66,md,76,198,0.1724,0.13,nc,nc73827091,2023-01-12T13:52:54.040Z,"28km SSE of Lopez Point, CA",earthquake,0.26,0.59,0.118,64,reviewed,nc,nc
2022-12-31T06:13:27.075Z,54.8937,-160.2952,39.134,4.6,mwr,289,129,0.413,0.89,us,us7000j16q,2023-01-23T02:45:56.427Z,"50 km SSE of Sand Point, Alaska",earthquake,2.64,4.917,0.045,48,reviewed,us,us
2022-12-31T03:31:43.830Z,-23.1036,-68.8969,96.224,5.1,mww,85,42,0.679,1.05,us,us7000j15y,2023-01-22T05:50:40.700Z,"Antofagasta, Chile",earthquake,4.87,3.429,0.052,36,reviewed,us,us
2022-12-31T03:27:38.307Z,19.1089,146.1845,89.055,4,mb,16,166,5.632,0.57,us,us7000j3ve,2023-01-12T23:27:35.040Z,"Mariana Islands region",earthquake,15.52,7.074,0.258,4,reviewed,us,us
